"","fixed.acidity","volatile.acidity","citric.acid","residual.sugar","chlorides","free.sulfur.dioxide","total.sulfur.dioxide","density","pH","sulphates","alcohol","quality","type"
"283",7.6,0.52,0.12,3,0.067,12,53,0.9971,3.36,0.57,9.1,5,"red"
"284",8.9,0.4,0.32,5.6,0.087,10,47,0.9991,3.38,0.77,10.5,7,"red"
"285",9.9,0.59,0.07,3.4,0.102,32,71,1.00015,3.31,0.71,9.8,5,"red"
"286",9.9,0.59,0.07,3.4,0.102,32,71,1.00015,3.31,0.71,9.8,5,"red"
"287",12,0.45,0.55,2,0.073,25,49,0.9997,3.1,0.76,10.3,6,"red"
"288",7.5,0.4,0.12,3,0.092,29,53,0.9967,3.37,0.7,10.3,6,"red"
"289",8.7,0.52,0.09,2.5,0.091,20,49,0.9976,3.34,0.86,10.6,7,"red"
"290",11.6,0.42,0.53,3.3,0.105,33,98,1.001,3.2,0.95,9.2,5,"red"
"291",8.7,0.52,0.09,2.5,0.091,20,49,0.9976,3.34,0.86,10.6,7,"red"
"292",11,0.2,0.48,2,0.343,6,18,0.9979,3.3,0.71,10.5,5,"red"
"293",10.4,0.55,0.23,2.7,0.091,18,48,0.9994,3.22,0.64,10.3,6,"red"
"294",6.9,0.36,0.25,2.4,0.098,5,16,0.9964,3.41,0.6,10.1,6,"red"
"295",13.3,0.34,0.52,3.2,0.094,17,53,1.0014,3.05,0.81,9.5,6,"red"
"296",10.8,0.5,0.46,2.5,0.073,5,27,1.0001,3.05,0.64,9.5,5,"red"
"297",10.6,0.83,0.37,2.6,0.086,26,70,0.9981,3.16,0.52,9.9,5,"red"
"298",7.1,0.63,0.06,2,0.083,8,29,0.99855,3.67,0.73,9.6,5,"red"
"299",7.2,0.65,0.02,2.3,0.094,5,31,0.9993,3.67,0.8,9.7,5,"red"
"300",6.9,0.67,0.06,2.1,0.08,8,33,0.99845,3.68,0.71,9.6,5,"red"
"301",7.5,0.53,0.06,2.6,0.086,20,44,0.9965,3.38,0.59,10.7,6,"red"
"302",11.1,0.18,0.48,1.5,0.068,7,15,0.9973,3.22,0.64,10.1,6,"red"
"303",8.3,0.705,0.12,2.6,0.092,12,28,0.9994,3.51,0.72,10,5,"red"
"304",7.4,0.67,0.12,1.6,0.186,5,21,0.996,3.39,0.54,9.5,5,"red"
"305",8.4,0.65,0.6,2.1,0.112,12,90,0.9973,3.2,0.52,9.2,5,"red"
"306",10.3,0.53,0.48,2.5,0.063,6,25,0.9998,3.12,0.59,9.3,6,"red"
"307",7.6,0.62,0.32,2.2,0.082,7,54,0.9966,3.36,0.52,9.4,5,"red"
"308",10.3,0.41,0.42,2.4,0.213,6,14,0.9994,3.19,0.62,9.5,6,"red"
"309",10.3,0.43,0.44,2.4,0.214,5,12,0.9994,3.19,0.63,9.5,6,"red"
"310",7.4,0.29,0.38,1.7,0.062,9,30,0.9968,3.41,0.53,9.5,6,"red"
"311",10.3,0.53,0.48,2.5,0.063,6,25,0.9998,3.12,0.59,9.3,6,"red"
"312",7.9,0.53,0.24,2,0.072,15,105,0.996,3.27,0.54,9.4,6,"red"
"313",9,0.46,0.31,2.8,0.093,19,98,0.99815,3.32,0.63,9.5,6,"red"
"314",8.6,0.47,0.3,3,0.076,30,135,0.9976,3.3,0.53,9.4,5,"red"
"315",7.4,0.36,0.29,2.6,0.087,26,72,0.99645,3.39,0.68,11,5,"red"
"316",7.1,0.35,0.29,2.5,0.096,20,53,0.9962,3.42,0.65,11,6,"red"
"317",9.6,0.56,0.23,3.4,0.102,37,92,0.9996,3.3,0.65,10.1,5,"red"
"318",9.6,0.77,0.12,2.9,0.082,30,74,0.99865,3.3,0.64,10.4,6,"red"
"319",9.8,0.66,0.39,3.2,0.083,21,59,0.9989,3.37,0.71,11.5,7,"red"
"320",9.6,0.77,0.12,2.9,0.082,30,74,0.99865,3.3,0.64,10.4,6,"red"
"321",9.8,0.66,0.39,3.2,0.083,21,59,0.9989,3.37,0.71,11.5,7,"red"
"322",9.3,0.61,0.26,3.4,0.09,25,87,0.99975,3.24,0.62,9.7,5,"red"
"323",7.8,0.62,0.05,2.3,0.079,6,18,0.99735,3.29,0.63,9.3,5,"red"
"324",10.3,0.59,0.42,2.8,0.09,35,73,0.999,3.28,0.7,9.5,6,"red"
"325",10,0.49,0.2,11,0.071,13,50,1.0015,3.16,0.69,9.2,6,"red"
"326",10,0.49,0.2,11,0.071,13,50,1.0015,3.16,0.69,9.2,6,"red"
"327",11.6,0.53,0.66,3.65,0.121,6,14,0.9978,3.05,0.74,11.5,7,"red"
"328",10.3,0.44,0.5,4.5,0.107,5,13,0.998,3.28,0.83,11.5,5,"red"
"329",13.4,0.27,0.62,2.6,0.082,6,21,1.0002,3.16,0.67,9.7,6,"red"
"330",10.7,0.46,0.39,2,0.061,7,15,0.9981,3.18,0.62,9.5,5,"red"
"331",10.2,0.36,0.64,2.9,0.122,10,41,0.998,3.23,0.66,12.5,6,"red"
"332",10.2,0.36,0.64,2.9,0.122,10,41,0.998,3.23,0.66,12.5,6,"red"
"333",8,0.58,0.28,3.2,0.066,21,114,0.9973,3.22,0.54,9.4,6,"red"
"334",8.4,0.56,0.08,2.1,0.105,16,44,0.9958,3.13,0.52,11,5,"red"
"335",7.9,0.65,0.01,2.5,0.078,17,38,0.9963,3.34,0.74,11.7,7,"red"
"336",11.9,0.695,0.53,3.4,0.128,7,21,0.9992,3.17,0.84,12.2,7,"red"
"337",8.9,0.43,0.45,1.9,0.052,6,16,0.9948,3.35,0.7,12.5,6,"red"
"338",7.8,0.43,0.32,2.8,0.08,29,58,0.9974,3.31,0.64,10.3,5,"red"
"339",12.4,0.49,0.58,3,0.103,28,99,1.0008,3.16,1,11.5,6,"red"
"340",12.5,0.28,0.54,2.3,0.082,12,29,0.9997,3.11,1.36,9.8,7,"red"
"341",12.2,0.34,0.5,2.4,0.066,10,21,1,3.12,1.18,9.2,6,"red"
"342",10.6,0.42,0.48,2.7,0.065,5,18,0.9972,3.21,0.87,11.3,6,"red"
"343",10.9,0.39,0.47,1.8,0.118,6,14,0.9982,3.3,0.75,9.8,6,"red"
"344",10.9,0.39,0.47,1.8,0.118,6,14,0.9982,3.3,0.75,9.8,6,"red"
"345",11.9,0.57,0.5,2.6,0.082,6,32,1.0006,3.12,0.78,10.7,6,"red"
"346",7,0.685,0,1.9,0.067,40,63,0.9979,3.6,0.81,9.9,5,"red"
"347",6.6,0.815,0.02,2.7,0.072,17,34,0.9955,3.58,0.89,12.3,7,"red"
"348",13.8,0.49,0.67,3,0.093,6,15,0.9986,3.02,0.93,12,6,"red"
"349",9.6,0.56,0.31,2.8,0.089,15,46,0.9979,3.11,0.92,10,6,"red"
"350",9.1,0.785,0,2.6,0.093,11,28,0.9994,3.36,0.86,9.4,6,"red"
"351",10.7,0.67,0.22,2.7,0.107,17,34,1.0004,3.28,0.98,9.9,6,"red"
"352",9.1,0.795,0,2.6,0.096,11,26,0.9994,3.35,0.83,9.4,6,"red"
"353",7.7,0.665,0,2.4,0.09,8,19,0.9974,3.27,0.73,9.3,5,"red"
"354",13.5,0.53,0.79,4.8,0.12,23,77,1.0018,3.18,0.77,13,5,"red"
"355",6.1,0.21,0.4,1.4,0.066,40.5,165,0.9912,3.25,0.59,11.9,6,"red"
"356",6.7,0.75,0.01,2.4,0.078,17,32,0.9955,3.55,0.61,12.8,6,"red"
"357",11.5,0.41,0.52,3,0.08,29,55,1.0001,3.26,0.88,11,5,"red"
"358",10.5,0.42,0.66,2.95,0.116,12,29,0.997,3.24,0.75,11.7,7,"red"
"359",11.9,0.43,0.66,3.1,0.109,10,23,1,3.15,0.85,10.4,7,"red"
"360",12.6,0.38,0.66,2.6,0.088,10,41,1.001,3.17,0.68,9.8,6,"red"
"361",8.2,0.7,0.23,2,0.099,14,81,0.9973,3.19,0.7,9.4,5,"red"
"362",8.6,0.45,0.31,2.6,0.086,21,50,0.9982,3.37,0.91,9.9,6,"red"
"363",11.9,0.58,0.66,2.5,0.072,6,37,0.9992,3.05,0.56,10,5,"red"
"364",12.5,0.46,0.63,2,0.071,6,15,0.9988,2.99,0.87,10.2,5,"red"
"365",12.8,0.615,0.66,5.8,0.083,7,42,1.0022,3.07,0.73,10,7,"red"
"366",10,0.42,0.5,3.4,0.107,7,21,0.9979,3.26,0.93,11.8,6,"red"
"367",12.8,0.615,0.66,5.8,0.083,7,42,1.0022,3.07,0.73,10,7,"red"
"368",10.4,0.575,0.61,2.6,0.076,11,24,1,3.16,0.69,9,5,"red"
"369",10.3,0.34,0.52,2.8,0.159,15,75,0.9998,3.18,0.64,9.4,5,"red"
"370",9.4,0.27,0.53,2.4,0.074,6,18,0.9962,3.2,1.13,12,7,"red"
"371",6.9,0.765,0.02,2.3,0.063,35,63,0.9975,3.57,0.78,9.9,5,"red"
"372",7.9,0.24,0.4,1.6,0.056,11,25,0.9967,3.32,0.87,8.7,6,"red"
"373",9.1,0.28,0.48,1.8,0.067,26,46,0.9967,3.32,1.04,10.6,6,"red"
"374",7.4,0.55,0.22,2.2,0.106,12,72,0.9959,3.05,0.63,9.2,5,"red"
"375",14,0.41,0.63,3.8,0.089,6,47,1.0014,3.01,0.81,10.8,6,"red"
"376",11.5,0.54,0.71,4.4,0.124,6,15,0.9984,3.01,0.83,11.8,7,"red"
"377",11.5,0.45,0.5,3,0.078,19,47,1.0003,3.26,1.11,11,6,"red"
"378",9.4,0.27,0.53,2.4,0.074,6,18,0.9962,3.2,1.13,12,7,"red"
"379",11.4,0.625,0.66,6.2,0.088,6,24,0.9988,3.11,0.99,13.3,6,"red"
"380",8.3,0.42,0.38,2.5,0.094,24,60,0.9979,3.31,0.7,10.8,6,"red"
"381",8.3,0.26,0.42,2,0.08,11,27,0.9974,3.21,0.8,9.4,6,"red"
"382",13.7,0.415,0.68,2.9,0.085,17,43,1.0014,3.06,0.8,10,6,"red"
"383",8.3,0.26,0.42,2,0.08,11,27,0.9974,3.21,0.8,9.4,6,"red"
"384",8.3,0.26,0.42,2,0.08,11,27,0.9974,3.21,0.8,9.4,6,"red"
"385",7.7,0.51,0.28,2.1,0.087,23,54,0.998,3.42,0.74,9.2,5,"red"
"386",7.4,0.63,0.07,2.4,0.09,11,37,0.9979,3.43,0.76,9.7,6,"red"
"387",7.8,0.54,0.26,2,0.088,23,48,0.9981,3.41,0.74,9.2,6,"red"
"388",8.3,0.66,0.15,1.9,0.079,17,42,0.9972,3.31,0.54,9.6,6,"red"
"389",7.8,0.46,0.26,1.9,0.088,23,53,0.9981,3.43,0.74,9.2,6,"red"
"390",9.6,0.38,0.31,2.5,0.096,16,49,0.9982,3.19,0.7,10,7,"red"
"391",5.6,0.85,0.05,1.4,0.045,12,88,0.9924,3.56,0.82,12.9,8,"red"
"392",13.7,0.415,0.68,2.9,0.085,17,43,1.0014,3.06,0.8,10,6,"red"
"393",9.5,0.37,0.52,2,0.082,6,26,0.998,3.18,0.51,9.5,5,"red"
"394",8.4,0.665,0.61,2,0.112,13,95,0.997,3.16,0.54,9.1,5,"red"
"395",12.7,0.6,0.65,2.3,0.063,6,25,0.9997,3.03,0.57,9.9,5,"red"
"396",12,0.37,0.76,4.2,0.066,7,38,1.0004,3.22,0.6,13,7,"red"
"397",6.6,0.735,0.02,7.9,0.122,68,124,0.9994,3.47,0.53,9.9,5,"red"
"398",11.5,0.59,0.59,2.6,0.087,13,49,0.9988,3.18,0.65,11,6,"red"
"399",11.5,0.59,0.59,2.6,0.087,13,49,0.9988,3.18,0.65,11,6,"red"
"400",8.7,0.765,0.22,2.3,0.064,9,42,0.9963,3.1,0.55,9.4,5,"red"
"401",6.6,0.735,0.02,7.9,0.122,68,124,0.9994,3.47,0.53,9.9,5,"red"
"402",7.7,0.26,0.3,1.7,0.059,20,38,0.9949,3.29,0.47,10.8,6,"red"
"403",12.2,0.48,0.54,2.6,0.085,19,64,1,3.1,0.61,10.5,6,"red"
"404",11.4,0.6,0.49,2.7,0.085,10,41,0.9994,3.15,0.63,10.5,6,"red"
"405",7.7,0.69,0.05,2.7,0.075,15,27,0.9974,3.26,0.61,9.1,5,"red"
"406",8.7,0.31,0.46,1.4,0.059,11,25,0.9966,3.36,0.76,10.1,6,"red"
"407",9.8,0.44,0.47,2.5,0.063,9,28,0.9981,3.24,0.65,10.8,6,"red"
"408",12,0.39,0.66,3,0.093,12,30,0.9996,3.18,0.63,10.8,7,"red"
"409",10.4,0.34,0.58,3.7,0.174,6,16,0.997,3.19,0.7,11.3,6,"red"
"410",12.5,0.46,0.49,4.5,0.07,26,49,0.9981,3.05,0.57,9.6,4,"red"
"411",9,0.43,0.34,2.5,0.08,26,86,0.9987,3.38,0.62,9.5,6,"red"
"412",9.1,0.45,0.35,2.4,0.08,23,78,0.9987,3.38,0.62,9.5,5,"red"
"413",7.1,0.735,0.16,1.9,0.1,15,77,0.9966,3.27,0.64,9.3,5,"red"
"414",9.9,0.4,0.53,6.7,0.097,6,19,0.9986,3.27,0.82,11.7,7,"red"
"415",8.8,0.52,0.34,2.7,0.087,24,122,0.9982,3.26,0.61,9.5,5,"red"
"416",8.6,0.725,0.24,6.6,0.117,31,134,1.0014,3.32,1.07,9.3,5,"red"
"417",10.6,0.48,0.64,2.2,0.111,6,20,0.997,3.26,0.66,11.7,6,"red"
"418",7,0.58,0.12,1.9,0.091,34,124,0.9956,3.44,0.48,10.5,5,"red"
"419",11.9,0.38,0.51,2,0.121,7,20,0.9996,3.24,0.76,10.4,6,"red"
"420",6.8,0.77,0,1.8,0.066,34,52,0.9976,3.62,0.68,9.9,5,"red"
"421",9.5,0.56,0.33,2.4,0.089,35,67,0.9972,3.28,0.73,11.8,7,"red"
"422",6.6,0.84,0.03,2.3,0.059,32,48,0.9952,3.52,0.56,12.3,7,"red"
"423",7.7,0.96,0.2,2,0.047,15,60,0.9955,3.36,0.44,10.9,5,"red"
"424",10.5,0.24,0.47,2.1,0.066,6,24,0.9978,3.15,0.9,11,7,"red"
"425",7.7,0.96,0.2,2,0.047,15,60,0.9955,3.36,0.44,10.9,5,"red"
"426",6.6,0.84,0.03,2.3,0.059,32,48,0.9952,3.52,0.56,12.3,7,"red"
"427",6.4,0.67,0.08,2.1,0.045,19,48,0.9949,3.49,0.49,11.4,6,"red"
"428",9.5,0.78,0.22,1.9,0.077,6,32,0.9988,3.26,0.56,10.6,6,"red"
"429",9.1,0.52,0.33,1.3,0.07,9,30,0.9978,3.24,0.6,9.3,5,"red"
"430",12.8,0.84,0.63,2.4,0.088,13,35,0.9997,3.1,0.6,10.4,6,"red"
"431",10.5,0.24,0.47,2.1,0.066,6,24,0.9978,3.15,0.9,11,7,"red"
"432",7.8,0.55,0.35,2.2,0.074,21,66,0.9974,3.25,0.56,9.2,5,"red"
"433",11.9,0.37,0.69,2.3,0.078,12,24,0.9958,3,0.65,12.8,6,"red"
"434",12.3,0.39,0.63,2.3,0.091,6,18,1.0004,3.16,0.49,9.5,5,"red"
"435",10.4,0.41,0.55,3.2,0.076,22,54,0.9996,3.15,0.89,9.9,6,"red"
"436",12.3,0.39,0.63,2.3,0.091,6,18,1.0004,3.16,0.49,9.5,5,"red"
"437",8,0.67,0.3,2,0.06,38,62,0.9958,3.26,0.56,10.2,6,"red"
"438",11.1,0.45,0.73,3.2,0.066,6,22,0.9986,3.17,0.66,11.2,6,"red"
"439",10.4,0.41,0.55,3.2,0.076,22,54,0.9996,3.15,0.89,9.9,6,"red"
"440",7,0.62,0.18,1.5,0.062,7,50,0.9951,3.08,0.6,9.3,5,"red"
"441",12.6,0.31,0.72,2.2,0.072,6,29,0.9987,2.88,0.82,9.8,8,"red"
"442",11.9,0.4,0.65,2.15,0.068,7,27,0.9988,3.06,0.68,11.3,6,"red"
"443",15.6,0.685,0.76,3.7,0.1,6,43,1.0032,2.95,0.68,11.2,7,"red"
"444",10,0.44,0.49,2.7,0.077,11,19,0.9963,3.23,0.63,11.6,7,"red"
"445",5.3,0.57,0.01,1.7,0.054,5,27,0.9934,3.57,0.84,12.5,7,"red"
"446",9.5,0.735,0.1,2.1,0.079,6,31,0.9986,3.23,0.56,10.1,6,"red"
"447",12.5,0.38,0.6,2.6,0.081,31,72,0.9996,3.1,0.73,10.5,5,"red"
"448",9.3,0.48,0.29,2.1,0.127,6,16,0.9968,3.22,0.72,11.2,5,"red"
"449",8.6,0.53,0.22,2,0.1,7,27,0.9967,3.2,0.56,10.2,6,"red"
"450",11.9,0.39,0.69,2.8,0.095,17,35,0.9994,3.1,0.61,10.8,6,"red"
"451",11.9,0.39,0.69,2.8,0.095,17,35,0.9994,3.1,0.61,10.8,6,"red"
"452",8.4,0.37,0.53,1.8,0.413,9,26,0.9979,3.06,1.06,9.1,6,"red"
"453",6.8,0.56,0.03,1.7,0.084,18,35,0.9968,3.44,0.63,10,6,"red"
"454",10.4,0.33,0.63,2.8,0.084,5,22,0.9998,3.26,0.74,11.2,7,"red"
"455",7,0.23,0.4,1.6,0.063,21,67,0.9952,3.5,0.63,11.1,5,"red"
"456",11.3,0.62,0.67,5.2,0.086,6,19,0.9988,3.22,0.69,13.4,8,"red"
"457",8.9,0.59,0.39,2.3,0.095,5,22,0.9986,3.37,0.58,10.3,5,"red"
"458",9.2,0.63,0.21,2.7,0.097,29,65,0.9988,3.28,0.58,9.6,5,"red"
"459",10.4,0.33,0.63,2.8,0.084,5,22,0.9998,3.26,0.74,11.2,7,"red"
"460",11.6,0.58,0.66,2.2,0.074,10,47,1.0008,3.25,0.57,9,3,"red"
"461",9.2,0.43,0.52,2.3,0.083,14,23,0.9976,3.35,0.61,11.3,6,"red"
"462",8.3,0.615,0.22,2.6,0.087,6,19,0.9982,3.26,0.61,9.3,5,"red"
"463",11,0.26,0.68,2.55,0.085,10,25,0.997,3.18,0.61,11.8,5,"red"
"464",8.1,0.66,0.7,2.2,0.098,25,129,0.9972,3.08,0.53,9,5,"red"
"465",11.5,0.315,0.54,2.1,0.084,5,15,0.9987,2.98,0.7,9.2,6,"red"
"466",10,0.29,0.4,2.9,0.098,10,26,1.0006,3.48,0.91,9.7,5,"red"
"467",10.3,0.5,0.42,2,0.069,21,51,0.9982,3.16,0.72,11.5,6,"red"
"468",8.8,0.46,0.45,2.6,0.065,7,18,0.9947,3.32,0.79,14,6,"red"
"469",11.4,0.36,0.69,2.1,0.09,6,21,1,3.17,0.62,9.2,6,"red"
"470",8.7,0.82,0.02,1.2,0.07,36,48,0.9952,3.2,0.58,9.8,5,"red"
"471",13,0.32,0.65,2.6,0.093,15,47,0.9996,3.05,0.61,10.6,5,"red"
"472",9.6,0.54,0.42,2.4,0.081,25,52,0.997,3.2,0.71,11.4,6,"red"
"473",12.5,0.37,0.55,2.6,0.083,25,68,0.9995,3.15,0.82,10.4,6,"red"
"474",9.9,0.35,0.55,2.1,0.062,5,14,0.9971,3.26,0.79,10.6,5,"red"
"475",10.5,0.28,0.51,1.7,0.08,10,24,0.9982,3.2,0.89,9.4,6,"red"
"476",9.6,0.68,0.24,2.2,0.087,5,28,0.9988,3.14,0.6,10.2,5,"red"
"477",9.3,0.27,0.41,2,0.091,6,16,0.998,3.28,0.7,9.7,5,"red"
"478",10.4,0.24,0.49,1.8,0.075,6,20,0.9977,3.18,1.06,11,6,"red"
"479",9.6,0.68,0.24,2.2,0.087,5,28,0.9988,3.14,0.6,10.2,5,"red"
"480",9.4,0.685,0.11,2.7,0.077,6,31,0.9984,3.19,0.7,10.1,6,"red"
"481",10.6,0.28,0.39,15.5,0.069,6,23,1.0026,3.12,0.66,9.2,5,"red"
"482",9.4,0.3,0.56,2.8,0.08,6,17,0.9964,3.15,0.92,11.7,8,"red"
"483",10.6,0.36,0.59,2.2,0.152,6,18,0.9986,3.04,1.05,9.4,5,"red"
"484",10.6,0.36,0.6,2.2,0.152,7,18,0.9986,3.04,1.06,9.4,5,"red"
"485",10.6,0.44,0.68,4.1,0.114,6,24,0.997,3.06,0.66,13.4,6,"red"
"486",10.2,0.67,0.39,1.9,0.054,6,17,0.9976,3.17,0.47,10,5,"red"
"487",10.2,0.67,0.39,1.9,0.054,6,17,0.9976,3.17,0.47,10,5,"red"
"488",10.2,0.645,0.36,1.8,0.053,5,14,0.9982,3.17,0.42,10,6,"red"
"489",11.6,0.32,0.55,2.8,0.081,35,67,1.0002,3.32,0.92,10.8,7,"red"
"490",9.3,0.39,0.4,2.6,0.073,10,26,0.9984,3.34,0.75,10.2,6,"red"
"491",9.3,0.775,0.27,2.8,0.078,24,56,0.9984,3.31,0.67,10.6,6,"red"
"492",9.2,0.41,0.5,2.5,0.055,12,25,0.9952,3.34,0.79,13.3,7,"red"
"493",8.9,0.4,0.51,2.6,0.052,13,27,0.995,3.32,0.9,13.4,7,"red"
"494",8.7,0.69,0.31,3,0.086,23,81,1.0002,3.48,0.74,11.6,6,"red"
"495",6.5,0.39,0.23,8.3,0.051,28,91,0.9952,3.44,0.55,12.1,6,"red"
"496",10.7,0.35,0.53,2.6,0.07,5,16,0.9972,3.15,0.65,11,8,"red"
"497",7.8,0.52,0.25,1.9,0.081,14,38,0.9984,3.43,0.65,9,6,"red"
"498",7.2,0.34,0.32,2.5,0.09,43,113,0.9966,3.32,0.79,11.1,5,"red"
"499",10.7,0.35,0.53,2.6,0.07,5,16,0.9972,3.15,0.65,11,8,"red"
"500",8.7,0.69,0.31,3,0.086,23,81,1.0002,3.48,0.74,11.6,6,"red"
"501",7.8,0.52,0.25,1.9,0.081,14,38,0.9984,3.43,0.65,9,6,"red"
"502",10.4,0.44,0.73,6.55,0.074,38,76,0.999,3.17,0.85,12,7,"red"
"503",10.4,0.44,0.73,6.55,0.074,38,76,0.999,3.17,0.85,12,7,"red"
"504",10.5,0.26,0.47,1.9,0.078,6,24,0.9976,3.18,1.04,10.9,7,"red"
"505",10.5,0.24,0.42,1.8,0.077,6,22,0.9976,3.21,1.05,10.8,7,"red"
"506",10.2,0.49,0.63,2.9,0.072,10,26,0.9968,3.16,0.78,12.5,7,"red"
"507",10.4,0.24,0.46,1.8,0.075,6,21,0.9976,3.25,1.02,10.8,7,"red"
"508",11.2,0.67,0.55,2.3,0.084,6,13,1,3.17,0.71,9.5,6,"red"
"509",10,0.59,0.31,2.2,0.09,26,62,0.9994,3.18,0.63,10.2,6,"red"
"510",13.3,0.29,0.75,2.8,0.084,23,43,0.9986,3.04,0.68,11.4,7,"red"
"511",12.4,0.42,0.49,4.6,0.073,19,43,0.9978,3.02,0.61,9.5,5,"red"
"512",10,0.59,0.31,2.2,0.09,26,62,0.9994,3.18,0.63,10.2,6,"red"
"513",10.7,0.4,0.48,2.1,0.125,15,49,0.998,3.03,0.81,9.7,6,"red"
"514",10.5,0.51,0.64,2.4,0.107,6,15,0.9973,3.09,0.66,11.8,7,"red"
"515",10.5,0.51,0.64,2.4,0.107,6,15,0.9973,3.09,0.66,11.8,7,"red"
"516",8.5,0.655,0.49,6.1,0.122,34,151,1.001,3.31,1.14,9.3,5,"red"
"517",12.5,0.6,0.49,4.3,0.1,5,14,1.001,3.25,0.74,11.9,6,"red"
"518",10.4,0.61,0.49,2.1,0.2,5,16,0.9994,3.16,0.63,8.4,3,"red"
"519",10.9,0.21,0.49,2.8,0.088,11,32,0.9972,3.22,0.68,11.7,6,"red"
"520",7.3,0.365,0.49,2.5,0.088,39,106,0.9966,3.36,0.78,11,5,"red"
"521",9.8,0.25,0.49,2.7,0.088,15,33,0.9982,3.42,0.9,10,6,"red"
"522",7.6,0.41,0.49,2,0.088,16,43,0.998,3.48,0.64,9.1,5,"red"
"523",8.2,0.39,0.49,2.3,0.099,47,133,0.9979,3.38,0.99,9.8,5,"red"
"524",9.3,0.4,0.49,2.5,0.085,38,142,0.9978,3.22,0.55,9.4,5,"red"
"525",9.2,0.43,0.49,2.4,0.086,23,116,0.9976,3.23,0.64,9.5,5,"red"
"526",10.4,0.64,0.24,2.8,0.105,29,53,0.9998,3.24,0.67,9.9,5,"red"
"527",7.3,0.365,0.49,2.5,0.088,39,106,0.9966,3.36,0.78,11,5,"red"
"528",7,0.38,0.49,2.5,0.097,33,85,0.9962,3.39,0.77,11.4,6,"red"
"529",8.2,0.42,0.49,2.6,0.084,32,55,0.9988,3.34,0.75,8.7,6,"red"
"530",9.9,0.63,0.24,2.4,0.077,6,33,0.9974,3.09,0.57,9.4,5,"red"
"531",9.1,0.22,0.24,2.1,0.078,1,28,0.999,3.41,0.87,10.3,6,"red"
"532",11.9,0.38,0.49,2.7,0.098,12,42,1.0004,3.16,0.61,10.3,5,"red"
"533",11.9,0.38,0.49,2.7,0.098,12,42,1.0004,3.16,0.61,10.3,5,"red"
"534",10.3,0.27,0.24,2.1,0.072,15,33,0.9956,3.22,0.66,12.8,6,"red"
"535",10,0.48,0.24,2.7,0.102,13,32,1,3.28,0.56,10,6,"red"
"536",9.1,0.22,0.24,2.1,0.078,1,28,0.999,3.41,0.87,10.3,6,"red"
"537",9.9,0.63,0.24,2.4,0.077,6,33,0.9974,3.09,0.57,9.4,5,"red"
"538",8.1,0.825,0.24,2.1,0.084,5,13,0.9972,3.37,0.77,10.7,6,"red"
"539",12.9,0.35,0.49,5.8,0.066,5,35,1.0014,3.2,0.66,12,7,"red"
"540",11.2,0.5,0.74,5.15,0.1,5,17,0.9996,3.22,0.62,11.2,5,"red"
"541",9.2,0.59,0.24,3.3,0.101,20,47,0.9988,3.26,0.67,9.6,5,"red"
"542",9.5,0.46,0.49,6.3,0.064,5,17,0.9988,3.21,0.73,11,6,"red"
"543",9.3,0.715,0.24,2.1,0.07,5,20,0.9966,3.12,0.59,9.9,5,"red"
"544",11.2,0.66,0.24,2.5,0.085,16,53,0.9993,3.06,0.72,11,6,"red"
"545",14.3,0.31,0.74,1.8,0.075,6,15,1.0008,2.86,0.79,8.4,6,"red"
"546",9.1,0.47,0.49,2.6,0.094,38,106,0.9982,3.08,0.59,9.1,5,"red"
"547",7.5,0.55,0.24,2,0.078,10,28,0.9983,3.45,0.78,9.5,6,"red"
"548",10.6,0.31,0.49,2.5,0.067,6,21,0.9987,3.26,0.86,10.7,6,"red"
"549",12.4,0.35,0.49,2.6,0.079,27,69,0.9994,3.12,0.75,10.4,6,"red"
"550",9,0.53,0.49,1.9,0.171,6,25,0.9975,3.27,0.61,9.4,6,"red"
"551",6.8,0.51,0.01,2.1,0.074,9,25,0.9958,3.33,0.56,9.5,6,"red"
"552",9.4,0.43,0.24,2.8,0.092,14,45,0.998,3.19,0.73,10,6,"red"
"553",9.5,0.46,0.24,2.7,0.092,14,44,0.998,3.12,0.74,10,6,"red"
"554",5,1.04,0.24,1.6,0.05,32,96,0.9934,3.74,0.62,11.5,5,"red"
"555",15.5,0.645,0.49,4.2,0.095,10,23,1.00315,2.92,0.74,11.1,5,"red"
"556",15.5,0.645,0.49,4.2,0.095,10,23,1.00315,2.92,0.74,11.1,5,"red"
"557",10.9,0.53,0.49,4.6,0.118,10,17,1.0002,3.07,0.56,11.7,6,"red"
"558",15.6,0.645,0.49,4.2,0.095,10,23,1.00315,2.92,0.74,11.1,5,"red"
"559",10.9,0.53,0.49,4.6,0.118,10,17,1.0002,3.07,0.56,11.7,6,"red"
"560",13,0.47,0.49,4.3,0.085,6,47,1.0021,3.3,0.68,12.7,6,"red"
"561",12.7,0.6,0.49,2.8,0.075,5,19,0.9994,3.14,0.57,11.4,5,"red"
"562",9,0.44,0.49,2.4,0.078,26,121,0.9978,3.23,0.58,9.2,5,"red"
"563",9,0.54,0.49,2.9,0.094,41,110,0.9982,3.08,0.61,9.2,5,"red"
"564",7.6,0.29,0.49,2.7,0.092,25,60,0.9971,3.31,0.61,10.1,6,"red"
"565",13,0.47,0.49,4.3,0.085,6,47,1.0021,3.3,0.68,12.7,6,"red"
"566",12.7,0.6,0.49,2.8,0.075,5,19,0.9994,3.14,0.57,11.4,5,"red"
